state,date,confirmed,deaths,recovered,confirmed.log,deaths.log
South Carolina,2020-04-03,1700,34,-Inf,3.230448921378274,1.5314789170422551
South Carolina,2020-04-04,1917,40,-Inf,3.2826221128780624,1.6020599913279625
South Carolina,2020-04-05,2049,44,-Inf,3.311541958401195,1.6434526764861874
South Carolina,2020-04-06,2232,48,-Inf,3.348694190265541,1.6812412373755872
South Carolina,2020-04-07,2417,51,-Inf,3.3832766504076504,1.7075701760979363
South Carolina,2020-04-08,2417,51,-Inf,3.3832766504076504,1.7075701760979363
South Dakota,2020-03-10,0,0,-Inf,-Inf,-Inf
South Dakota,2020-03-11,8,1,-Inf,0.9030899869919435,0
South Dakota,2020-03-12,8,1,-Inf,0.9030899869919435,0
South Dakota,2020-03-13,8,1,-Inf,0.9030899869919435,0
South Dakota,2020-03-14,9,1,-Inf,0.9542425094393249,0
South Dakota,2020-03-15,9,1,-Inf,0.9542425094393249,0
South Dakota,2020-03-16,10,1,-Inf,1,0
South Dakota,2020-03-17,11,1,-Inf,1.041392685158225,0
South Dakota,2020-03-18,11,1,-Inf,1.041392685158225,0
South Dakota,2020-03-19,11,1,-Inf,1.041392685158225,0
South Dakota,2020-03-20,14,1,-Inf,1.146128035678238,0
South Dakota,2020-03-21,14,1,-Inf,1.146128035678238,0
South Dakota,2020-03-22,21,1,-Inf,1.3222192947339193,0
South Dakota,2020-03-23,28,1,-Inf,1.4471580313422192,0
South Dakota,2020-03-24,30,1,-Inf,1.4771212547196624,0
South Dakota,2020-03-25,41,1,-Inf,1.6127838567197355,0
South Dakota,2020-03-26,46,1,-Inf,1.662757831681574,0
South Dakota,2020-03-27,58,1,-Inf,1.7634279935629373,0
South Dakota,2020-03-28,68,1,-Inf,1.8325089127062364,0
South Dakota,2020-03-29,90,1,-Inf,1.9542425094393248,0
South Dakota,2020-03-30,101,1,-Inf,2.0043213737826426,0
South Dakota,2020-03-31,108,1,-Inf,2.03342375548695,0
South Dakota,2020-04-01,129,2,-Inf,2.110589710299249,0.3010299956639812
South Dakota,2020-04-02,165,2,-Inf,2.2174839442139063,0.3010299956639812
South Dakota,2020-04-03,187,2,-Inf,2.271841606536499,0.3010299956639812
South Dakota,2020-04-04,212,2,-Inf,2.3263358609287517,0.3010299956639812
South Dakota,2020-04-05,240,2,-Inf,2.380211241711606,0.3010299956639812
South Dakota,2020-04-06,288,4,-Inf,2.459392487759231,0.6020599913279624
South Dakota,2020-04-07,320,6,-Inf,2.505149978319906,0.7781512503836436
South Dakota,2020-04-08,393,6,-Inf,2.5943925503754266,0.7781512503836436
Tennessee,2020-03-10,7,0,-Inf,0.8450980400142568,-Inf
Tennessee,2020-03-11,9,0,-Inf,0.9542425094393249,-Inf
Tennessee,2020-03-12,18,0,-Inf,1.255272505103306,-Inf
Tennessee,2020-03-13,26,0,-Inf,1.414973347970818,-Inf
Tennessee,2020-03-14,32,0,-Inf,1.505149978319906,-Inf
Tennessee,2020-03-15,39,0,-Inf,1.591064607026499,-Inf
Tennessee,2020-03-16,52,0,-Inf,1.7160033436347992,-Inf
Tennessee,2020-03-17,74,0,-Inf,1.8692317197309762,-Inf
Tennessee,2020-03-18,79,0,-Inf,1.8976270912904414,-Inf
Tennessee,2020-03-19,154,0,-Inf,2.187520720836463,-Inf
Tennessee,2020-03-20,233,0,-Inf,2.367355921026019,-Inf
Tennessee,2020-03-21,371,1,-Inf,2.569373909615046,0
Tennessee,2020-03-22,505,2,-Inf,2.7032913781186614,0.3010299956639812
Tennessee,2020-03-23,614,2,-Inf,2.788168371141168,0.3010299956639812
Tennessee,2020-03-24,772,2,-Inf,2.887617300335736,0.3010299956639812
Tennessee,2020-03-25,916,3,-Inf,2.9618954736678504,0.47712125471966244
Tennessee,2020-03-26,1097,3,-Inf,3.0402066275747113,0.47712125471966244
Tennessee,2020-03-27,1318,6,-Inf,3.119915410257991,0.7781512503836436
Tennessee,2020-03-28,1511,7,-Inf,3.1792644643390253,0.8450980400142568
Tennessee,2020-03-29,1720,8,-Inf,3.2355284469075487,0.9030899869919435
Tennessee,2020-03-30,1917,14,-Inf,3.2826221128780624,1.146128035678238
Tennessee,2020-03-31,2391,23,-Inf,3.378579576115775,1.3617278360175928
Tennessee,2020-04-01,2933,24,-Inf,3.467312062980552,1.380211241711606
Tennessee,2020-04-02,2845,36,-Inf,3.45408227073109,1.5563025007672873
Tennessee,2020-04-03,3067,41,-Inf,3.4867137759824853,1.6127838567197355
Tennessee,2020-04-04,3322,50,-Inf,3.5213996281153754,1.6989700043360187
Tennessee,2020-04-05,3633,53,-Inf,3.5602653978627146,1.7242758696007892
Tennessee,2020-04-06,3802,65,-Inf,3.5800121125294244,1.8129133566428555
Tennessee,2020-04-07,4139,72,-Inf,3.61689542640076,1.8573324964312685
Tennessee,2020-04-08,4363,80,-Inf,3.63978521298682,1.9030899869919435
Texas,2020-03-10,13,0,-Inf,1.1139433523068367,-Inf
Texas,2020-03-11,21,0,-Inf,1.3222192947339193,-Inf
Texas,2020-03-12,27,0,-Inf,1.4313637641589874,-Inf
Texas,2020-03-13,43,0,-Inf,1.6334684555795866,-Inf
Texas,2020-03-14,57,0,-Inf,1.7558748556724915,-Inf
Texas,2020-03-15,72,0,-Inf,1.8573324964312685,-Inf
Texas,2020-03-16,85,0,-Inf,1.9294189257142929,-Inf
Texas,2020-03-17,110,1,-Inf,2.041392685158225,0
Texas,2020-03-18,173,3,-Inf,2.2380461031287955,0.47712125471966244
Texas,2020-03-19,260,5,-Inf,2.4149733479708178,0.6989700043360189
Texas,2020-03-20,394,5,-Inf,2.595496221825574,0.6989700043360189
Texas,2020-03-21,581,5,-Inf,2.7641761323903307,0.6989700043360189
Texas,2020-03-22,643,7,-Inf,2.808210972924222,0.8450980400142568
Texas,2020-03-23,758,9,-Inf,2.8796692056320534,0.9542425094393249
Texas,2020-03-24,955,12,-Inf,2.9800033715837464,1.0791812460476249
Texas,2020-03-25,1229,15,-Inf,3.089551882886454,1.1760912590556813
Texas,2020-03-26,1563,21,-Inf,3.193958978019187,1.3222192947339193
Texas,2020-03-27,1937,26,-Inf,3.287129620719111,1.414973347970818
Texas,2020-03-28,2455,30,-Inf,3.3900514964589874,1.4771212547196624
Texas,2020-03-29,2792,37,-Inf,3.4459154139511234,1.568201724066995
Texas,2020-03-30,3147,45,-Inf,3.49789674291322,1.6532125137753437
Texas,2020-03-31,3809,54,-Inf,3.580810972660946,1.7323937598229686
Texas,2020-04-01,4355,66,-Inf,3.638988159343682,1.8195439355418688
Texas,2020-04-02,5069,77,-Inf,3.7049222912234017,1.8864907251724818
Texas,2020-04-03,5734,100,-Inf,3.7584576886104655,2
Texas,2020-04-04,6556,116,-Inf,3.8166389448984614,2.0644579892269186
Texas,2020-04-05,7209,136,-Inf,3.8578750255235628,2.1335389083702174
Texas,2020-04-06,8043,150,-Inf,3.905418068702542,2.1760912590556813
Texas,2020-04-07,8925,160,-Inf,3.9506082247842307,2.204119982655925
Texas,2020-04-08,9777,189,-Inf,3.9902056151848067,2.2764618041732443
Utah,2020-03-10,2,0,-Inf,0.3010299956639812,-Inf
Utah,2020-03-11,3,0,-Inf,0.47712125471966244,-Inf
Utah,2020-03-12,5,0,-Inf,0.6989700043360189,-Inf
Utah,2020-03-13,9,0,-Inf,0.9542425094393249,-Inf
Utah,2020-03-14,10,0,-Inf,1,-Inf
Utah,2020-03-15,28,0,-Inf,1.4471580313422192,-Inf
Utah,2020-03-16,39,0,-Inf,1.591064607026499,-Inf
Utah,2020-03-17,51,0,-Inf,1.7075701760979363,-Inf
Utah,2020-03-18,51,0,-Inf,1.7075701760979363,-Inf
Utah,2020-03-19,80,0,-Inf,1.9030899869919435,-Inf
Utah,2020-03-20,78,0,-Inf,1.8920946026904804,-Inf
Utah,2020-03-21,136,0,-Inf,2.1335389083702174,-Inf
Utah,2020-03-22,162,1,-Inf,2.2095150145426308,0
Utah,2020-03-23,257,1,-Inf,2.4099331233312946,0
Utah,2020-03-24,298,1,-Inf,2.4742162640762553,0
Utah,2020-03-25,340,1,-Inf,2.531478917042255,0
Utah,2020-03-26,396,1,-Inf,2.597695185925512,0
Utah,2020-03-27,472,1,-Inf,2.673941998634088,0
Utah,2020-03-28,602,1,-Inf,2.7795964912578244,0
Utah,2020-03-29,720,2,-Inf,2.8573324964312685,0.3010299956639812
Utah,2020-03-30,804,4,-Inf,2.905256048748451,0.6020599913279624
Utah,2020-03-31,888,5,-Inf,2.948412965778601,0.6989700043360189
Utah,2020-04-01,888,5,-Inf,2.948412965778601,0.6989700043360189
Utah,2020-04-02,1092,7,-Inf,3.0382226383687185,0.8450980400142568
Utah,2020-04-03,1255,7,-Inf,3.098643725817057,0.8450980400142568
Utah,2020-04-04,1435,8,-Inf,3.156851901070011,0.9030899869919435
Utah,2020-04-05,1608,8,-Inf,3.2062860444124324,0.9030899869919435
Utah,2020-04-06,1685,13,-Inf,3.2265999052073573,1.1139433523068367
Utah,2020-04-07,1746,13,-Inf,3.2420442393695508,1.1139433523068367
Utah,2020-04-08,1855,13,-Inf,3.268343913951065,1.1139433523068367
Vermont,2020-03-10,1,0,-Inf,0,-Inf
Vermont,2020-03-11,1,0,-Inf,0,-Inf
Vermont,2020-03-12,2,0,-Inf,0.3010299956639812,-Inf
Vermont,2020-03-13,2,0,-Inf,0.3010299956639812,-Inf
Vermont,2020-03-14,5,0,-Inf,0.6989700043360189,-Inf
Vermont,2020-03-15,8,0,-Inf,0.9030899869919435,-Inf
Vermont,2020-03-16,12,0,-Inf,1.0791812460476249,-Inf
Vermont,2020-03-17,12,0,-Inf,1.0791812460476249,-Inf
Vermont,2020-03-18,18,0,-Inf,1.255272505103306,-Inf
Vermont,2020-03-19,22,0,-Inf,1.3424226808222062,-Inf
Vermont,2020-03-20,29,2,-Inf,1.462397997898956,0.3010299956639812
Vermont,2020-03-21,29,2,-Inf,1.462397997898956,0.3010299956639812
Vermont,2020-03-22,52,2,-Inf,1.7160033436347992,0.3010299956639812
Vermont,2020-03-23,75,5,-Inf,1.8750612633917,0.6989700043360189
Vermont,2020-03-24,95,7,-Inf,1.9777236052888478,0.8450980400142568
Vermont,2020-03-25,125,8,-Inf,2.0969100130080562,0.9030899869919435
Vermont,2020-03-26,158,9,-Inf,2.1986570869544226,0.9542425094393249
Vermont,2020-03-27,184,10,-Inf,2.2648178230095364,1
Vermont,2020-03-28,211,12,-Inf,2.3242824552976926,1.0791812460476249
Vermont,2020-03-29,235,12,-Inf,2.3710678622717363,1.0791812460476249
Vermont,2020-03-30,256,12,-Inf,2.4082399653118496,1.0791812460476249
Vermont,2020-03-31,293,13,-Inf,2.4668676203541096,1.1139433523068367
Vermont,2020-04-01,321,16,-Inf,2.506505032404872,1.2041199826559248
Vermont,2020-04-02,338,17,-Inf,2.5289167002776547,1.2304489213782739
Vermont,2020-04-03,389,17,-Inf,2.5899496013257077,1.2304489213782739
Vermont,2020-04-04,461,20,-Inf,2.663700925389648,1.3010299956639813
Vermont,2020-04-05,512,22,-Inf,2.709269960975831,1.3424226808222062
Vermont,2020-04-06,543,23,-Inf,2.734799829588847,1.3617278360175928
Vermont,2020-04-07,575,23,-Inf,2.7596678446896306,1.3617278360175928
Vermont,2020-04-08,605,23,-Inf,2.781755374652469,1.3617278360175928
Virginia,2020-03-10,7,0,-Inf,0.8450980400142568,-Inf
Virginia,2020-03-11,9,0,-Inf,0.9542425094393249,-Inf
Virginia,2020-03-12,17,0,-Inf,1.2304489213782739,-Inf
Virginia,2020-03-13,30,0,-Inf,1.4771212547196624,-Inf
Virginia,2020-03-14,41,1,-Inf,1.6127838567197355,0
Virginia,2020-03-15,45,1,-Inf,1.6532125137753437,0
Virginia,2020-03-16,49,1,-Inf,1.6901960800285136,0
Virginia,2020-03-17,67,2,-Inf,1.8260748027008264,0.3010299956639812
Virginia,2020-03-18,77,2,-Inf,1.8864907251724818,0.3010299956639812
Virginia,2020-03-19,99,2,-Inf,1.99563519459755,0.3010299956639812
Virginia,2020-03-20,122,2,-Inf,2.0863598306747484,0.3010299956639812
Virginia,2020-03-21,156,2,-Inf,2.1931245983544616,0.3010299956639812
Virginia,2020-03-22,220,6,-Inf,2.342422680822206,0.7781512503836436
Virginia,2020-03-23,254,6,-Inf,2.404833716619938,0.7781512503836436
Virginia,2020-03-24,293,9,-Inf,2.4668676203541096,0.9542425094393249
Virginia,2020-03-25,396,9,-Inf,2.597695185925512,0.9542425094393249
Virginia,2020-03-26,466,10,-Inf,2.66838591669,1
Virginia,2020-03-27,607,10,-Inf,2.7831886910752575,1
Virginia,2020-03-28,740,13,-Inf,2.8692317197309762,1.1139433523068367
Virginia,2020-03-29,890,20,-Inf,2.949390006644913,1.3010299956639813
Virginia,2020-03-30,1020,15,-Inf,3.0086001717619175,1.1760912590556813
Virginia,2020-03-31,1249,27,-Inf,3.0965624383741357,1.4313637641589874
Virginia,2020-04-01,1483,34,-Inf,3.1711411510283822,1.5314789170422551
Virginia,2020-04-02,1706,41,-Inf,3.231979026831504,1.6127838567197355
Virginia,2020-04-03,2012,46,-Inf,3.30362797638389,1.662757831681574
Virginia,2020-04-04,2407,52,-Inf,3.38147609027503,1.7160033436347992
Virginia,2020-04-05,2640,52,-Inf,3.4216039268698313,1.7160033436347992
Virginia,2020-04-06,2878,66,-Inf,3.4590907896005865,1.8195439355418688
Virginia,2020-04-07,3335,66,-Inf,3.523095838252568,1.8195439355418688
Virginia,2020-04-08,3645,66,-Inf,3.5616975326539935,1.8195439355418688
Washington,2020-03-10,267,23,0,2.4265112613645754,1.3617278360175928
Washington,2020-03-11,366,29,0,2.5634810853944106,1.462397997898956
Washington,2020-03-12,442,31,0,2.645422269349092,1.4913616938342726
Washington,2020-03-13,568,37,0,2.754348335711019,1.568201724066995
Washington,2020-03-14,572,37,0,2.7573960287930244,1.568201724066995
Washington,2020-03-15,643,40,0,2.808210972924222,1.6020599913279625
Washington,2020-03-16,904,48,0,2.9561684304753633,1.6812412373755872
Washington,2020-03-17,1076,55,0,3.0318122713303706,1.7403626894942439
Washington,2020-03-18,1014,55,-Inf,3.0060379549973173,1.7403626894942439
Washington,2020-03-19,1376,74,-Inf,3.1386184338994925,1.8692317197309762
Washington,2020-03-20,1524,83,-Inf,3.1829849670035815,1.919078092376074
Washington,2020-03-21,1793,94,-Inf,3.253580289562183,1.9731278535996986
Washington,2020-03-22,1997,97,-Inf,3.3003780648707024,1.9867717342662448
Washington,2020-03-23,2221,109,-Inf,3.346548558548474,2.037426497940624
Washington,2020-03-24,2328,116,-Inf,3.3669829759778507,2.0644579892269186
Washington,2020-03-25,2591,133,-Inf,3.413467412985825,2.123851640967086
Washington,2020-03-26,3207,150,-Inf,3.5060989599284405,2.1760912590556813
Washington,2020-03-27,3477,157,-Inf,3.5412046906832586,2.1958996524092336
Washington,2020-03-28,4030,188,-Inf,3.6053050461411096,2.27415784926368
Washington,2020-03-29,4465,198,-Inf,3.649821463224565,2.296665190261531
Washington,2020-03-30,4923,205,-Inf,3.6922298357727557,2.311753861055754
Washington,2020-03-31,5432,225,-Inf,3.7349597612724454,2.3521825181113627
Washington,2020-04-01,5608,234,-Inf,3.7488080049586023,2.369215857410143
Washington,2020-04-02,6389,271,-Inf,3.80543288813214,2.432969290874406
Washington,2020-04-03,6846,291,-Inf,3.8354368948018585,2.4638929889859074
Washington,2020-04-04,7247,315,-Inf,3.8601582613182783,2.4983105537896004
Washington,2020-04-05,7825,336,-Inf,3.8934843462184863,2.526339277389844
Washington,2020-04-06,8311,381,-Inf,3.9196532823103643,2.5809249756756194
Washington,2020-04-07,8692,400,-Inf,3.939119717648487,2.6020599913279625
Washington,2020-04-08,9276,426,-Inf,3.9673607399659496,2.629409599102719
West Virginia,2020-03-10,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-11,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-12,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-13,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-14,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-15,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-16,0,0,-Inf,-Inf,-Inf
West Virginia,2020-03-17,1,0,-Inf,0,-Inf
West Virginia,2020-03-18,1,0,-Inf,0,-Inf
West Virginia,2020-03-19,2,0,-Inf,0.3010299956639812,-Inf
West Virginia,2020-03-20,7,0,-Inf,0.8450980400142568,-Inf
West Virginia,2020-03-21,8,0,-Inf,0.9030899869919435,-Inf
West Virginia,2020-03-22,16,0,-Inf,1.2041199826559248,-Inf
West Virginia,2020-03-23,16,0,-Inf,1.2041199826559248,-Inf
West Virginia,2020-03-24,22,0,-Inf,1.3424226808222062,-Inf
West Virginia,2020-03-25,39,0,-Inf,1.591064607026499,-Inf
West Virginia,2020-03-26,52,0,-Inf,1.7160033436347992,-Inf
West Virginia,2020-03-27,76,0,-Inf,1.8808135922807914,-Inf
West Virginia,2020-03-28,96,0,-Inf,1.9822712330395684,-Inf
West Virginia,2020-03-29,113,0,-Inf,2.05307844348342,-Inf
West Virginia,2020-03-30,145,1,-Inf,2.161368002234975,0
West Virginia,2020-03-31,162,1,-Inf,2.2095150145426308,0
West Virginia,2020-04-01,191,1,-Inf,2.2810333672477277,0
West Virginia,2020-04-02,216,2,-Inf,2.3344537511509307,0.3010299956639812
West Virginia,2020-04-03,237,2,-Inf,2.374748346010104,0.3010299956639812
West Virginia,2020-04-04,282,2,-Inf,2.450249108319361,0.3010299956639812
West Virginia,2020-04-05,324,3,-Inf,2.510545010206612,0.47712125471966244
West Virginia,2020-04-06,345,4,-Inf,2.537819095073274,0.6020599913279624
West Virginia,2020-04-07,412,4,-Inf,2.6148972160331345,0.6020599913279624
West Virginia,2020-04-08,483,4,-Inf,2.683947130751512,0.6020599913279624
Wisconsin,2020-03-10,3,0,0,0.47712125471966244,-Inf
Wisconsin,2020-03-11,6,0,0,0.7781512503836436,-Inf
Wisconsin,2020-03-12,8,0,0,0.9030899869919435,-Inf
Wisconsin,2020-03-13,19,0,0,1.2787536009528289,-Inf
Wisconsin,2020-03-14,27,0,0,1.4313637641589874,-Inf
Wisconsin,2020-03-15,32,0,0,1.505149978319906,-Inf
Wisconsin,2020-03-16,47,0,0,1.6720978579357175,-Inf
Wisconsin,2020-03-17,72,0,0,1.8573324964312685,-Inf
Wisconsin,2020-03-18,92,0,-Inf,1.9637878273455553,-Inf
Wisconsin,2020-03-19,159,0,-Inf,2.2013971243204513,-Inf
Wisconsin,2020-03-20,207,3,-Inf,2.315970345456918,0.47712125471966244
Wisconsin,2020-03-21,282,4,-Inf,2.450249108319361,0.6020599913279624
Wisconsin,2020-03-22,381,4,-Inf,2.5809249756756194,0.6020599913279624
Wisconsin,2020-03-23,425,5,-Inf,2.6283889300503116,0.6989700043360189
Wisconsin,2020-03-24,481,5,-Inf,2.682145076373832,0.6989700043360189
Wisconsin,2020-03-25,621,7,-Inf,2.79309160017658,0.8450980400142568
Wisconsin,2020-03-26,728,10,-Inf,2.862131379313037,1
Wisconsin,2020-03-27,926,14,-Inf,2.9666109866819346,1.146128035678238
Wisconsin,2020-03-28,1055,17,-Inf,3.0232524596337114,1.2304489213782739
Wisconsin,2020-03-29,1164,18,-Inf,3.06595298031387,1.255272505103306
Wisconsin,2020-03-30,1230,20,-Inf,3.089905111439398,1.3010299956639813
Wisconsin,2020-03-31,1412,25,-Inf,3.149834696715785,1.3979400086720377
Wisconsin,2020-04-01,1556,27,-Inf,3.1920095926536702,1.4313637641589874
Wisconsin,2020-04-02,1748,38,-Inf,3.2425414282983844,1.5797835966168101
Wisconsin,2020-04-03,2012,51,-Inf,3.30362797638389,1.7075701760979363
Wisconsin,2020-04-04,2030,54,-Inf,3.307496037913213,1.7323937598229686
Wisconsin,2020-04-05,2320,74,-Inf,3.3654879848909,1.8692317197309762
Wisconsin,2020-04-06,2449,78,-Inf,3.388988785124714,1.8920946026904804
Wisconsin,2020-04-07,2578,92,-Inf,3.4112829130173843,1.9637878273455553
Wisconsin,2020-04-08,2710,100,-Inf,3.432969290874406,2
Wyoming,2020-03-10,0,0,-Inf,-Inf,-Inf
Wyoming,2020-03-11,0,0,-Inf,-Inf,-Inf
Wyoming,2020-03-12,1,0,-Inf,0,-Inf
Wyoming,2020-03-13,1,0,-Inf,0,-Inf
Wyoming,2020-03-14,2,0,-Inf,0.3010299956639812,-Inf
Wyoming,2020-03-15,3,0,-Inf,0.47712125471966244,-Inf
Wyoming,2020-03-16,3,0,-Inf,0.47712125471966244,-Inf
Wyoming,2020-03-17,11,0,-Inf,1.041392685158225,-Inf
Wyoming,2020-03-18,15,0,-Inf,1.1760912590556813,-Inf
Wyoming,2020-03-19,18,0,-Inf,1.255272505103306,-Inf
Wyoming,2020-03-20,19,0,-Inf,1.2787536009528289,-Inf
Wyoming,2020-03-21,23,0,-Inf,1.3617278360175928,-Inf
Wyoming,2020-03-22,26,0,-Inf,1.414973347970818,-Inf
Wyoming,2020-03-23,26,0,-Inf,1.414973347970818,-Inf
Wyoming,2020-03-24,29,0,-Inf,1.462397997898956,-Inf
Wyoming,2020-03-25,44,0,-Inf,1.6434526764861874,-Inf
Wyoming,2020-03-26,53,0,-Inf,1.7242758696007892,-Inf
Wyoming,2020-03-27,70,0,-Inf,1.845098040014257,-Inf
Wyoming,2020-03-28,82,0,-Inf,1.9138138523837167,-Inf
Wyoming,2020-03-29,86,0,-Inf,1.9344984512435677,-Inf
Wyoming,2020-03-30,94,0,-Inf,1.9731278535996986,-Inf
Wyoming,2020-03-31,109,0,-Inf,2.037426497940624,-Inf
Wyoming,2020-04-01,130,0,-Inf,2.113943352306837,-Inf
Wyoming,2020-04-02,150,0,-Inf,2.1760912590556813,-Inf
Wyoming,2020-04-03,162,0,-Inf,2.2095150145426308,-Inf
Wyoming,2020-04-04,187,0,-Inf,2.271841606536499,-Inf
Wyoming,2020-04-05,197,0,-Inf,2.294466226161593,-Inf
Wyoming,2020-04-06,210,0,-Inf,2.322219294733919,-Inf
Wyoming,2020-04-07,216,0,-Inf,2.3344537511509307,-Inf
Wyoming,2020-04-08,221,0,-Inf,2.3443922736851106,-Inf
